clones,lambda,sens,esp,ppv,npv
2,0.001,86.48648648648648,86.5424430641822,14.698162729658792,99.5830851697439
2,MEAN,86.48648648648648,86.5424430641822,14.698162729658792,99.5830851697439
2,SD,NA,NA,NA,NA
