clones,lambda,sens,esp,ppv,npv
2,0.01,86.48648648648648,86.12836438923395,14.322250639386189,99.58108916816278
2,MEAN,86.48648648648648,86.12836438923395,14.322250639386189,99.58108916816278
2,SD,NA,NA,NA,NA
